date,title,verdict,body,label
9-Jun-23,"Is Nokia running a ‘hot’ phone giveaway to Facebook users in Nigeria and South Africa? No, ignore fake account",A Facebook page that claims to be running a phone giveaway by Nokia is a scam and not affiliated to the Nokia brand. The page uses a tactic called engagement bait to persuade people to engage with its posts to boost its visibility.,"A Facebook page called  N0kia Fellow Ph0ne Dashing Time  shared  a post  in May 2023 that has since garnered over 1,800 comments and over 4,200 shares.  Circulating in Nigeria and South Africa, the post claims that Nokia is giving away thousands of the latest cell phones.  It starts by  saying : “N0KIA HOT GIVEAWAY Make sure you apply for this Nokia giveaway Nokia is here to bless thousand of people with Latest phones and more Guess what?, you could win more than 3 pieces of this phones.” It then tells users to type out the letters of the word ""Nokia"" in separate messages in the comment section, without being interrupted by another “competitor”.  Facebook users are also asked to send a direct message to  the page  once this has been done. Nokia  is a telecommunications company that makes electronic products, including  cell phones .  Although the  profile picture used  by the "" N0kia Fellow Ph0ne Dashing Time "" page is of a Nokia cell phone, is the page associated with the multinational brand?  We checked.  Nokia’s official website  includes a link to its  Facebook page , which is called  Nokia . The page has about 12 million followers. When you visit the  Nokia  Facebook page’s About section, the Page Transparency information shows that it was created on 30 October 2008. By comparison, the  N0kia Fellow Ph0ne Dashing Time  page was created on 28 May 2023. It had only 405 followers at time of publication.   With  posts  promising that Nokia is  giving away  thousands of its latest phones, you would expect a competition announcement to appear on Nokia’s  official   social   media platforms . But there are no announcements about any  giveaway  there. This makes it unlikely that this giveaway is legitimate.  The competition entry described  in the post  shows evidence of it being engagement bait. According to Meta , the company which owns Facebook, Instagram and WhatsApp, engagement bait involves making people like, share and comment on your post in order to   increase the post or page’s reach . These tactics are  spammy  and  inauthentic . Signs of this  in the post  are the request for users to type out the letters of the word ""Nokia"" in separate messages and to repeat the exercise if they are ""interrupted by another competitor"". A request to message the page is another  sign of engagement bait. Africa Check  has written about Facebook scams  many times in the past, and the  N0kia Fellow Ph0ne Dashing Time  giveaway post shows tell-tale signs of a scam.  One of the most obvious is that  the post  contains several grammatical errors, in phrases such as ""Nokia is here to bless thousand of people with Latest phones"" and ""3 pieces of this phones"". This should immediately raise suspicion about the page’s authenticity and association with Nokia.  Although the page’s name associates it with Nokia, another  post , from 6 June 2023, is unrelated to Nokia phones. It is a repost from another page and promises followers money, food, and job opportunities if they send a message  to the page , which was created only a day earlier.  This is clearly another scam. Ignore all posts associated with the  N0kia Fellow Ph0ne Dashing Time  page.",FALSE
13-Jun-23,"No, local flight bound for Lagos, Nigeria didn't crash-land in the bush","Social media posts have claimed that a plane had to make an emergency landing. But this is not true, according to the operator of the flight.","The  claim has been made on  Facebook in Nigeria that a  United Nigeria  plane flying from Ebonyi state to Lagos state crash-landed “inside bush”. The claim appears on Facebook  here ,  here ,  here ,  here  and  here . The posts include  a photo  of what looks like the front of a small aeroplane landed in a field, with people standing around. They  read : “Lagos-bound Passengers Land Inside Bush After Taking Off From New Ebonyi State International Airport.” Lagos  is in the southwest of Nigeria, while  Ebonyi  is in the southeast. Many social media users reacted sympathetically to the post. United Nigeria is a  private airline   which  began operations  in 2021. But did one of their planes crash en-route from Ebonyi to Lagos? We checked.  The airline said  in a statement  on 31 May that flight 5N-BWW from Abakaliki, the capital of Ebonyi state, landed safely at the Murtala Muhammed Airport in Lagos but skidded off the runway. Fifty passengers were on board.  “The aircraft landed safely but was forced to terminate its movement to the  apron  off the runway,” the airline said.  It added that all passengers disembarked safely with their baggage. A  video  shared by  News Direct  on Facebook shows the plane landed at the Lagos local airport, not in the bush, as the  posts  claim.",FALSE
15-Jun-23,Scam alert! Ignore fake BBC News page in Nigeria tempting you to double your money on their investment platform,"Africa Check has exposed several Facebook accounts falsely claiming to offer investment services. This is yet another scam account, impersonating BBC News and asking Nigerians to invest.","Several Facebook pages have been created,  apparently  to help Nigerians with their investments. Posts on the pages  claim  to offer investment plans to Nigerians to double their money within an hour. The account, BBC News Nigeria, uses the name and logo of the  British Broadcasting Corporation  (BBC). One 29 May 2023  post reads : ""Choose a platform to grow and earn financially. NORLAND is one of the best platform that's ever secured and fast in trading and its an easy withdrawal program. ""Invest In NORLAND INVESTMENT and get paid within an hour ,we are 100percent legit,real and trustworthy......Stop letting the fear of losing be greater than the excitement of winning."" The post then  lists  the investment structure, including a student category, appear to show that the investment will double almost immediately. It includes a video and  WhatsApp link  where those who are interested are encouraged to send a message. The video has  been viewed  by more than 40,000 users. The account has posted similar messages and videos  here ,  here ,  here  and  here . But is this a scheme of BBC News Nigeria and is the investment platform real? We checked.  The badly written posts raised our suspicions, as the BBC is a well-regarded news organisation staffed by professional journalists and editors. We also noticed that the page was relatively new, with its oldest content published on 29 May. We also saw the number of followers on the account was low, no more than 50, compared to the BBC’s following in Nigeria. The BBC desk covering Africa is known as  BBC News Africa . The original Facebook page of the broadcaster in Africa is  BBC News Africa . The Africa arm supports four Nigeria languages:  BBC Pidgin ,  BBC Hausa ,  BBC Igbo  and  BBC Yoruba . They are all verified by Facebook with the  BBC News Africa  page alone having over 8 million followers. Another smoking gun is that a Nigerian  journalist was scammed  by the same investment platform in April 2023.  The  journalist lost  N90,000 (about $US193) to the scheme, according to his account reported by the Lagos-based  Foundation for Investigative Journalism . Africa Check has debunked a similar Facebook account  claiming  to offer investment to Nigerians. To help protect yourself against online scams, read  our guide to Facebook scams and how to spot them.",FALSE
21-Jun-23,"No, Nigerian chef Hilda Baci didn't win N250 million from Guinness World Records for her cooking record","Claims of financial windfalls can make perceived recipients targets of crime. In this case, another false claim is being made about Nigerian chef Hilda Baci and her cooking marathon.","Shortly after  Nigerian chef  Hilda Bassey  was declared the  Guiness World Record holder   for  the longest cooking marathon ,  claims  that she was awarded a N250 million cash prize surfaced on Facebook.  One post  reads : “Guinness book of world records Reward Hilda Baci With 250 Million Naira for cooking longest hours 93hours 11 minutes Things to know if you are planning to break any of Guinness World records.” Bassey, better known as Hilda Baci, completed a  100 hour  “ cook-a-ton ” on 14 May 2023 in an attempt to break the world record for the longest cooking marathon. She was  officially declared  the new record-holder at 93 hours and 11 minutes, replacing Indian chef  Lata Tondon , who previously held the title with a record time of 87 hours and 45 minutes set in 2019. The claim about Bassey receiving money was also made  here . But did Guinness World Records award Bassey a cash prize of N250 million (around  US$380,000  at the exchange rate in June 2023)? We checked. Guinness World Records announced Bassey's win and other details of her attempt  in a video  that was shared on its  verified Twitter account  on 13 June. However, neither the video nor its caption mentioned N250 million or any other cash prize attached to the award. In the  frequently asked questions section  of its website, the  record-breaking authority  says it does not pay holders of the human achievements it verifies. “We do not pay record-breakers for their achievements or for carrying out a record title attempt. We are also unable to cover any expenses, offer sponsorship or provide equipment for anyone attempting a record.” Guinness World Records didn’t award Bassey any cash prize as claimed on social media.",FALSE
22-Jun-23,"Nigerians beware, a fake AIT news Facebook account is out to scam you!","Africa Check has exposed several Facebook accounts falsely claiming to offer investment services. This is another one impersonating broadcaster AIT, promising Nigerians to double their money.","The Facebook account  Air News Nigeria  is offering  investment plans  to Nigerians to double their money. The account uses the name and logo of news agency  Africa Independent Television  (AIT), which operates in Nigeria.  ""Invest In CROWD 1 INVESTMENT and get paid within an hour ,we are 100percent legit,real and trustworthy … Stop letting the fear of losing be greater than the excitement of winning,”  reads  the May 2023 post.  The post also has a  list of plans  for students and workers, saying it will double their investments.  As Africa Check has seen previously in similar scam posts, this post  includes  a video and a WhatsApp link. This is the only post found on the page, but the video has been seen by more than 30,000 users. We also found similar posts on other pages  here ,  here ,  here ,  here  and  here .  But is  this  scheme by Air News Nigeria for real? Although the page uses AIT’s logo, it’s named Air News Nigeria, and is a poor attempt at impersonating the popular broadcasting station. The poorly written post also shows that the page is a scam.  AIT is a broadcast station  where journalists and editors are employed and one would expect all writing was checked for errors before publishing. The page only has 18 followers, while the  official AIT page  has over 1 million followers. The official page is called  AIT Online  and has a blue tick, showing it’s  verified  by Facebook. AIT is owned by  Daar Communications , an independent and privately owned broadcasting organisation in Nigeria. While several Facebook pages are  claiming  to help Nigerians with money-doubling investments, many of their posts are similar to those posted by scam accounts Africa Check has debunked before.  Africa Check debunked a  similar money-doubling investment scheme  in September 2022, which also used the name of a popular broadcaster. Many people have reportedly been scammed by the investment scheme known as  Crowd 1 , according to a 2022 spotlight published by  Dubawa , a fact-checking organisation based in Nigeria.  In August 2022, Nigeria's  Securities and Exchange Commission  also warned  Nigerians about patronising  money doubling investments firms, ponzi schemes, unregistered affiliate marketing schemes and unlicensed crowdfunding platforms. The commission  regulates  the Nigerian capital market. To help protect yourself against online scams, read  our guide to Facebook scams and how to spot them.",FALSE
22-Jun-23,"No, police officer Mohammed Umar Abba has not taken over as acting chair of Nigeria’s financial crimes commission after Abdulrasheed Bawa’s suspension in June 2023","A photo of police officer Mohammed Umar Abba is circulating on social media in Nigeria, with the claim that he has been appointed chair of the EFCC following former chair Abdulrashaeed Bawa’s suspension. But this is old news and not true.","A few hours after Nigerian president Bola Tinubu suspended the chairperson of the  Economic and Financial Crimes Commission  (EFCC), Abdulrasheed Bawa, a profile of a police officer started  circulating online , claiming he was the new acting chair. Some posts on Facebook making this claim include  an official photo of  Mohammed Umar Abba with the Nigerian and EFCC flags behind him, and the title “Acting Chairman EFCC” under his name.  “BREAKING. The New Acting EFCC Chairman, Mohammed Umar Abba Recieves Handover Notes From Mr Bawa And Swings Into Full Acting Capacity,” a  Facebook post reads .  Other versions of the claim on Facebook can be seen  here ,  here ,  here ,  here ,  here ,  here  and  here . But has Abba really taken over as acting chairperson of the EFCC following Bawa’s suspension?  One of the earliest versions of the claim shows Abba's profile with the “ 6 things to know about acting EFCC chairman, Mohammed Abba ”,  apparently published by  Punch newspaper  but later deleted.  Before it was deleted it was, however,  republished  by a  few blogs . The Daily Trust newspaper also reported on  its front page  on 15 June 2023 that “Umar Abba takes charge”.  A  press release by the EFCC  announced that: “Following Tuesday, June 14, 2023, suspension of Mr. Abdulrasheed Bawa, as Executive Chairman of the Economic and Financial Crimes Commission by the Federal Government, Mr. Abdulkarim Chukkol has stepped in as Acting Chairman of the Commission. Until this new role, he was the Director of Operations of the Commission.” Abba  served as the EFCC’s acting chairperson  between July 2020 and February 2021. He was the director of operations and he  stepped in when Ibrahim Magu was suspended as EFCC chair. Abba  left the EFCC and returned to the Nigerian police  after he was replaced by Bawa, who was appointed chairperson of the commission in February 2021. “CP Abba was seconded to the Commission in January 2016 to head the Counterterrorism and General Investigations, CTGI, Section at the Headquarters in Abuja. He was appointed the Director of Operations of the Commission in 2017, a position he held till 2020 when he took over from Ibrahim Magu as acting Chairman, a position he held till he returned to the Police,”  Abba’s profile on EFCC website reads .   The photo in circulation is  Abba’s official photo  from when he served as the acting chairperson of the EFCC for about seven months before Bawa’s appointment. It is not current in June 2023.",FALSE
23-Jun-23,"No, this herbal recipe won’t ‘cleanse’ the uterus – consult doctors instead",A Facebook post claims its recommended recipe will “cleanse” the uterus. But experts say there is no evidence of this.,"“This recipe helps cleanse your uterus as well as your accumulated bad blocked tubes responsible for some infertility,” reads a  post on Facebook . The post, dated 7 June 2023, lists the  ingredients  for this recipe: lemon, negro pepper, aidan, ginger and clove. It then instructs readers on how to prepare the mixture and when to take it. “Clean and cut the needed ingredients, boil all ingredients together for 40 mins and allow to cool before drinking. Remember don't add excess water. Add water according to the size of material. Drink a small glass morning and evening for a week,” it says. According to the post, the mixture is “forbidden to women with ulcer” but men can take it if turmeric is added. The post  has been reposted  several times with a few comments thanking the author. We found the same claim  here . But is it true that this recipe can “clean” the womb and treat infertility? We took a closer look. The uterus, also called  the womb , is an important organ in a woman’s body. It is where  foetuses, or unborn babies, grow . Abnormalities in the uterus  can affect fertility . Occasionally, dilation and curettage (D&C) is used to remove tissue from inside the uterus, or “clean” it, according to the US non-profit organisation  Mayo Clinic . In some cases, D&C is combined with a process called a hysteroscopy, where the doctor inserts a slim instrument with light and camera into the uterus. These procedures may be done to remove tissue, tumours, placenta remaining after pregnancy, and cervical polyps. “These claims are not supported by scientific evidence. There is currently no such thing as ‘washing’ the uterus,” Oladapo Olayemi, a professor of obstetrics and gynaecology at the  University of Ibadan , told Africa Check. The professor said there was no research to support the claims made about this recipe.  “There is no scientific rationale to even develop a hypothesis to test in research. These substances are used for food and no observation from eating them has suggested that they act on the uterus, not even in animals,” he said. He advised those who were worried about infertility to seek medical advice from qualified health practitioners.",FALSE
27-Jun-23,"Nigerians, beware! These shady Facebook accounts using photos of sick people are out to scam you",Africa Check frequently debunks Facebook accounts posting misinformation trying to scam people. These posts using disturbing photos and upsetting accounts of parents running out of money for their sick children's care are targeting Nigerians.,"“A word from his DAD. I am writing this in tears, & i request only few seconds of your precious time to pray for my Son ( Emmanuel) & Also help him financially please,""  reads a post by a user  in a public Facebook group. The  post , dated 9 June 2023, asks members in the group  DIVINE MERCY 3 O'CLOCK DAILY PRAYER (HOUR OF MERCY)  to send money to a bank account to treat an injured little boy. It includes a photo of a young child sitting in a hospital bed with a bloody bandage around their head and what appears to be blood running from their ear. The post claims this injured boy needs treatment that costs N980,000. The post has over 700 comments, with some praying for the child's speedy recovery. S imilar posts can be found  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here , and  here . But are these messages to be believed? We checked. The Facebook account that made the post,  Samuel Omigiri Paul , made a  similar post  in the same group on 5 June 2023.  The account’s activity has been inconsistent since it made its first post in 2014, with less than six posts on its personal timeline since then. Another  user  posted  exactly the same message  in another group. However, this post included a different photo of a different child from the one used  here . This raises a red flag. We found another worrying pattern in these  posts . Several posts with the same format in different groups list the same Access Bank account number, apparently in the name "" Johnson Phillip"". But we also found  a similar post  from 2021 using different photos of a sick child and listing a different account number under the same name. These are all scam posts, trying  to play on users’ emotions with the aim of scamming them. To help protect yourself against online scams, read  our guide to Facebook scams and how to spot them.",FALSE
27-Jun-23,"No, this photo doesn’t show pre-colonial Igbo architecture in southeast Nigeria",The claim that this is a photo of “pre-colonial” Igbo architecture in Nigeria is false. It actually shows the palace of Foumban in Cameroon in 1907.,"A black-and-white  photo of a building  with carved wooden pillars and thatched roof has been  shared on Facebook , with the claim it shows the pre-colonial architecture of the Igbo people in southeast Nigeria.  “This is Pre Colonial, Igbo Architecture in South East Nigeria,” reads a caption  on the photo .  It  has been posted  with the claim that Africans, including Igbo people, had well-built houses before the colonial era.   The photo was posted  here ,  here ,  here ,  here ,  here ,  here ,  here , and  here  with the same claim.  The  Igbo  is an ethnic group that lives predominantly in Nigeria’s southeastern geopolitical zone, a bulk of the region that  seceded from Nigeria  as the  Republic of Biafra  in the late 1960s. Pre-colonial Igbo communities  are known to have built houses with mud , thatched roofs and  carved wooden doors . Was the palatial house in the photo built in one of those communities in the region now known as southeast Nigeria, before  European colonisation ? None of the posts give any details about the building or its location in southeast Nigeria.  The first sign  the photo  was not taken in a pre-colonial Igbo community is that a man in the photo is wearing a white turban, the type typically worn by Muslim royals. Islam was  not known  in pre-colonial Igbo communities and  remains rare , and  Igbo traditional attire  did not include such turbans.  A reverse image search indicated it’s a  photo of the palace of  Foumban  in the Bamum kingdom in what is now northwestern  Cameroon . It was taken in 1907.  The man in the photo is believed to be  sultan Ibrahim Njoya , who was the  king of the Bamum people between 1895 and 1923 . Njoya is wearing a turban in many of the  photos  of him we found online.    We found a few other  publications  and  social media posts  linking the building in the photo with the kingdom of Bamum and Njoya, including  here ,  here  and  here .  The palace is also featured in a  Deutsche Welle  animated documentary about the king, titled  Njoya Ibrahim: Cameroon's Inventive King. All available evidence shows the photo was not taken in southeast Nigeria but in the northwest of neighbouring Cameroon.",FALSE
4-Jul-23,"Nigerians, beware of scam messages advertising birth registration jobs","The birth registration effort by NPC, Unicef and NYSC has opened the recruitment process for officials. There have been messages on WhatsApp and Facebook falsely asking Nigerians to apply.","Nigeria’s  National Population Commission  (NPC) is looking for people older than 18 to take part in its birth registration activity. That’s according to several  forwarded messages  sent to Africa Check on WhatsApp in June 2023. The population commission  is responsible for counting the country’s population through periodical censuses and surveys. The birth registration is an effort to ascertain the number of live births in Nigeria. “NPC E-BIRTH Registration Of Adhoc Staff Recruitment 2023 online application exercise is out all bonafide  citizens only who needs to work as Adhoc staff for the 2023 Population and Housing Census,” the message reads. It also includes  a link  for applications, which takes readers to a website. We found the same message on Facebook  here  and  here . But is this the correct link for the commission’s birth registration recruitment for adhoc staff? We checked. There are a few red flags that indicate the advert is a scam.  The provided  link  doesn’t lead to the official  website of the NPC . It directs to a simple website with a banner and an application form that asks for users’ personal information like gender, first name, last name, email, phone number and National Identification Number (NIN).  The  National Identity Management Commission  is the body in charge of identity management in Nigeria. It has regularly  advised Nigerians  not to expose their NIN to the public. Birth registration is a  collaborative effort  of the population commission,  National Youth Service Corps  (NYSC) and the  United Nations International Children's Emergency Fund  (Unicef), to promote birth registration in Nigeria.  The original link by the population commission to apply for the ad-hoc birth registration vacancies can be seen  here . The registration launched in June 2023 and interested persons can apply if they meet the requirements. You can either register as a corps member or an ad-hoc staff. The Guardian newspaper  reported  that in 2022, the population commission distanced itself from an online ad-hoc staff recruitment portal said to be for the 2023 census. A  similar report was also found in the  Daily Independent  newspaper, showing that some people were creating fake job ads and links to get users’ personal information. Trying to be safe on the internet? Follow  these tips on  spotting Facebook scams.",FALSE
5-Jul-23,"No, lime water does not cure cancer – seek medical treatment instead",A Facebook post circulating in Nigeria claims that lime water can cure cancer. Experts say this is not true.,"A  video  circulating on Facebook in Nigeria claims drinking a mix of lime and water can cure any form of cancer. The person in the video, dated 28 May 2023, instructs viewers in a mixture of Igbo and English languages to put peeled lime in a glass of warm water. He says the concoction should be taken twice a day, in the morning and at night, for three months. Cancer is a  disease  that causes an abnormal growth of the body's cells that spreads to other parts of the body. The video  has been viewed  over 57,000 times while the same claim has been made elsewhere on Facebook  here ,  here  and  here . But is there any evidence that lime water can cure cancer? We checked. Lime  is high in vitamin C, antioxidants and other nutrients. As a result, they may help boost immunity and reduce the chance of heart disease, says  Healthline , a US-based website that shares medical content. It adds that lime juice is alkaline with a pH level of 8 or above.  Potential of hydrogen,  also known as pH , is used to express the level of alkalinity or acidity in something. Everything falls somewhere on a scale from one (lots of hydrogen and very acidic), to 14 (very little hydrogen and alkaline or “basic”).  Different parts  of the body maintain different levels of pH in order to function well.  Africa Check has  previously looked into claims  that you can cure cancer by making the body less acidic or more alkaline. But these claims misinterpret fundamental biological processes, including the regulation of the acid-base balance that is crucial for good health. As  Healthline  points out, there is no scientific evidence to support the claim that alkaline water can treat, prevent or cure cancer. ""Drinking lime water cannot cure cancer,”  Abidemi Adenipekun , a professor of radiation oncology at the  University of Ibadan , told Africa Check. He said the post appeared to be based on the knowledge that making a cell’s environment more alkaline could make it toxic to cancer.  Some  research  has shown that high acid levels in a tumour can make it grow more aggressively, so making these cells more alkaline might play a role in future therapies. But it’s important to note that these are changes in the  microenvironment  around a tumour, rather than changes across the body. These kinds of studies were not based on creating an alkaline environment in the human body. And changing the body’s pH could be dangerous. It is carefully  regulated  by a number of processes in the body, to keep functioning properly. ""Lime should be used as a supplement, and not be taken continuously. Those with cancer should also go for proper treatment,"" Adenipekun told Africa Check.",FALSE
6-Jul-23,"Nigerians, beware of Facebook accounts promising to double your investment in 45 minutes",Africa Check has exposed several Facebook accounts falsely claiming to offer investment services. This time scammers have used the name of the OctaFX trading platform to deceive people.,"A  post  on Facebook is  offering investment plans  to Nigerians to double their money in just 45 minutes. The post, dated 1 July 2023,  reads : ""GOOD DAY MY DEAR FAMILY AND FRIEND'S I want to introduce you all to a paying and a legitimate platform which I joined.. This is a platform that gives you double of your initial investment within 45minutes after investing."" It  also says  the poster made an investment of N150,000 and received N300,000 in return on the OctaFX trading platform. Similar posts have been shared  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here ,  here , and  here .  But is this investment offer to be trusted? We checked. OctaFX is a  business platform  that   helps Forex traders make trading decisions.  Forex refers to  foreign exchange , a global marketing place for exchanging money from one currency to another. People buy currencies when they are cheaper and sell them at higher prices to make profits. Those who are in this business are  called  Forex traders. This is the  official website  of OctaFX, with links to its  Facebook  and  Twitter  pages. The platform has over 500,000 followers on Facebook and is verified on Twitter. In May 2023, news site  the Punch   reported  that OctaFX had seen a rise in fraudulent activity in the platform's name. It has urged its clients to be wary of scammers unlawfully using the OctaFX brand to scam them. The platform says it has never promised a sure profit, emphasising that the Forex trading results depend largely on the trader.  This model varies from what is promised in the  posts  found on Facebook, offering double profits in 45 minutes. Africa Check has previously debunked  similar investment schemes  asking Nigerians to invest and double their money within an hour. An unusually short timeline for profit is a red flag. The post includes a  WhatsApp link  where those who are interested can send a message. Directing users to  WhatsApp  is common in investment scams. To help protect yourself against online scams, read  our guide to Facebook scams and how to spot them.",FALSE
10-Jul-23,It’s a scam! Nigerian government not giving out free laptops on Facebook,": A free laptop from the government would go a long way in helping young Nigerians in need. But this offer is not from the government, it’s a way for scammers to steal your personal information.","“The Federal Government through NEF has organized FREE LAPTOP SCHEME,”  reads  a post on Facebook. It was posted by the account  National Empowerment Fund - NEF  on 8 May 2023 and includes a  link  where users are told to register for the free laptops. In the comment section to the  post  the account has written that the laptops will be delivered to beneficiaries. It  has attracted  over 1,200 likes and more than 60 comments.  But is the “NEF” and this offer to be trusted? We checked. Africa Check looked up this supposed government fund and found no mention of it online and in any credible media outlets. We found a similar initiative called the  Nigeria Youth Investment Fund  (NYIF) by Nigeria’s federal government. It describes itself as dedicated to supporting the creative ideas, skills and talents of young people to help them become entrepreneurs. Using a fake name is common practice when the aim is to scam people. We looked more closely at the link in the post. We followed the  link  and landed on a  Google form  asking for personal information.  Google form  is a free survey administration software powered by search engine Google. The form asked for details such as full name, date of birth, phone number, and home and email addresses. This is sensitive information that could put users in danger of cyber or physical attacks.  One of the other red flags is that the page has just over 45 followers on  Facebook . This would be significantly higher if it were indeed a government initiative. For example,  N-Power , a Nigerian government initiative aimed at tackling unemployment among young people, has over 650,000  followers  on Facebook. Another red flag is that the page in question is new. Its “page transparency” section shows that it was created on 4 April 2023. It has had  little activity  since then. Trying to be safe on Facebook?  Follow these tips  on how to spot scams on the platform.",FALSE
11-Jul-23,"Nigerians, beware of scam offering mobile data to users with older Airtel SIM cards","Africa Check recently debunked a scam offering free data to MTN customers with older SIM cards. Like those Facebook posts, these doing the rounds on WhatsApp and Facebook and promoting free data for Airtel users, are out to mine customers’ personal details.","Airtel, a mobile network operator in Nigeria, is rewarding owners of old SIM cards with free data, according to a  message  circulating on WhatsApp. The message has also been  posted  to Facebook. A  subscriber identity module , or SIM, card is a smart card that stores a user’s identity and connects a mobile device to a cellular network. The message says those with a six-months-old Airtel SIM card will receive five gigabytes (GB) of data, while those with a SIM card one year or older will receive 10GB. Airtel Networks Limited  is one of the country's top telecom service providers and is headquartered in Lagos, Nigeria's commercial hub.  But is the company giving free data to customers with old SIM cards? The posts on WhatsApp and Facebook share the same link to a  suspicious-looking  website. They do not link to the  official website  of the telecom company. Customers are asked to input their phone numbers on the website. We entered a non-Airtel number and it still went through. This is a red flag.  Every major telecommunication network  in Nigeria has a distinctive four-digit code in their phone numbers.  Next we received a prompt asking us to “share” the link to the Facebook post to five other groups or 15 friends on WhatsApp in order to activate the data gift. This is yet another red flag.  The website also lists comments from supposed beneficiaries, but it’s not possible to verify their profiles. This points to it being  engagement bait , where scammers try to drive traffic to a certain website by tricking internet users with nonexistent offers. We also found no evidence of such airtime giveaway on the  official website  and the verified  social media handles  of the telecoms company.  Africa Check debunked a  similar claim  spreading on Facebook earlier in July 2023. It promised free data to those with older MTN SIM cards, but was otherwise identical.",FALSE
11-Jul-23,"No, Nigerian president not giving away money through ‘Tinubu empowerment fund’","President Bola Tinubu may have plans to empower young people in Nigeria, but claims that he’s giving away thousands of naira are false.","Nigeria’s president Bola Tinubu is giving away N69,200 (about US$89, at July 2023 exchange rates) to citizens through an empowerment scheme. This is according to a  message circulating  on WhatsApp and Facebook in the country. Tinubu  was sworn in  on 29 May 2023, taking over from Muhammadu Buhari. The message asks would-be recipients to call “Mr Hamza” on the phone number provided. It can also be found on Facebook  here . But is Tinubu giving money away in this unorthodox way? Although Tinubu  has talked about his plans  to empower young people and entrepreneurs, Africa Check could find no evidence that he has set up such an “empowerment fund”.  Instead, we found several other social media posts using this pattern and impersonating several politicians, including  Peter Obi ,  Atiku Abubakar  and Tinubu. The  three politicians  ran against each other in the 2023 presidential election. Several posts on Facebook by Nigerians mocking the scammers' attempts say they received a similar message. One Facebook  user  warned Nigerians not to fall for such a scam.  Another  user called the sender “semi-illiterate”. We also found no mention of such giveaways on the president’s  official communication channels  or on his  social   media  accounts.  To help protect yourself from online scams, read  our guide to Facebook scams and how to spot them.",FALSE
13-Jul-23,Beware! Facebook posts impersonating Opera News Nigeria are out to take your money,"Africa Check has exposed several Facebook accounts falsely claiming to offer investment services. These posts, claiming to represent Rolvi Trading, have also been dismissed by the company as false.","A  post  on Facebook claims to offer investment opportunities for Nigerians in a “networking program” for the “less privileges” under the name “Rolvi Trading”.  The 30 June 2023 post  reads , in part: “It's an investment platform were you get (2x)-two times of what you invest, We're just using it to assist the citizens of the country's for the betterment of life and future, It's a newly launched in nigeria and it's really paying.”  The post is published by an account called  Opera New Nigeria  which uses the logo of  Opera News , a mobile news application that allows users to follow trending news topics. The post  includes a video  of a man promoting “Crowd1”, a scam Africa Check has  debunked . The video has been viewed more than 1,400 times. Some of the comments to the post ask for more information. The post also includes a link to messaging service  WhatsApp . An almost  identical post  was published on 8 July and attracted over 100 comments within a few days. Similar posts  here  and  here  repeat almost identical messages.  Africa Check has exposed several Facebook accounts falsely  claiming  to offer investment opportunities to Nigerians. And Crowd1 has been debunked by  both Africa Check  and fellow  fact-checking organisation Dubawa .  But is this scheme by the page Opera New Nigeria real? The page is named Opera  New  Nigeria, but the platform is known as  Opera News  with its Nigerian branch  Opera News Nigeria . This is an indication that the page posting about Rolvi Trading and “Crowd 1” is not genuine.  The suspicious  account  has only  one  follower and was created on 30 June. By comparison, what appears to be the official Opera News Nigeria  account  is followed by over 140,000 people and was set up in January 2019. Rolvi Trading  is a real company specialising in trading across a variety of markets. The Facebook link found on the  company’s website  did not link to an actual account, but we could click through to the company's  Twitter  and Whatsapp handles.  We reached out to Rolvi Trading and the company said it had nothing to do with the Facebook posts. It told potential investors to disregard them. “We offer long term business plans,” a representative told Africa Check.  Africa Check has previously investigated similar false investment schemes  here . To help protect yourself against online scams, read  our guide to Facebook scams and how to spot them.",FALSE
